ImageNumber,ObjectNumber,Location_Center_X,Location_Center_Y,Location_Center_Z,Number_Object_Number,Parent_Nuclei
1,1,322.7320359281437,25.438622754491018,0,1,1
1,2,108.83416087388282,33.63753723932473,0,2,2
1,3,371.3913362701909,33.635095447870775,0,3,3
1,4,413.30526315789473,39.33289473684211,0,4,4
1,5,99.82560296846012,59.44341372912802,0,5,5
1,6,115.51243781094527,72.4195688225539,0,6,6
1,7,35.81118314424636,62.6871961102107,0,7,7
1,8,454.10542635658913,73.4906976744186,0,8,8
1,9,73.95579567779961,72.41650294695481,0,9,9
1,10,168.99050847457627,65.3057627118644,0,10,10
1,11,193.88888888888889,71.6936026936027,0,11,11
1,12,207.13425925925927,79.72916666666667,0,12,12
1,13,240.44493392070484,86.46916299559471,0,13,13
1,14,218.1662817551963,92.06235565819861,0,14,14
1,15,275.69342251950945,95.37569676700112,0,15,15
1,16,22.697104677060132,91.69265033407572,0,16,16
1,17,233.26633165829145,102.4070351758794,0,17,17
1,18,26.810784785748677,124.64612421762158,0,18,18
1,19,247.61926091825308,116.8006718924972,0,19,19
1,20,144.98677685950412,129.8396694214876,0,20,20
1,21,162.00631911532386,139.88625592417063,0,21,21
1,22,369.63936170212764,170.87021276595743,0,22,22
1,23,95.0956340956341,180.26819126819126,0,23,23
1,24,289.97945205479454,168.58371385083714,0,24,24
1,25,29.544657097288678,172.8225677830941,0,25,25
1,26,145.56756756756758,186.08952702702703,0,26,26
1,27,61.97714285714286,209.00685714285714,0,27,27
1,28,154.72955145118735,207.9274406332454,0,28,28
1,29,440.0127741624488,216.95034948180285,0,29,29
1,30,319.143125,236.573125,0,30,30
1,31,937.967109424415,287.1507484714316,0,31,31
1,32,695.467984529437,313.8981521272024,0,32,32
1,33,196.91027429102743,320.3240353324035,0,33,33
1,34,996.0309848764293,331.3068978236813,0,34,34
1,35,634.159796437659,343.36641221374043,0,35,35
1,36,769.3504023408925,347.7286027798098,0,36,36
1,37,913.9793459552495,355.2469879518072,0,37,37
1,38,690.015625,348.6975,0,38,38
1,39,595.7953615279672,333.243747157799,0,39,39
1,40,195.61068702290078,392.5732130464955,0,40,40
1,41,676.2600583090378,384.0489795918367,0,41,41
1,42,1018.7634789452972,380.2396694214876,0,42,42
1,43,21.825824760553388,353.14047534586734,0,43,43
1,44,595.1038696537678,387.5057705363204,0,44,44
1,45,984.1375899280575,395.470773381295,0,45,45
1,46,546.9182519280206,405.0169665809769,0,46,46
1,47,759.9736279401283,403.4126870990734,0,47,47
1,48,913.2771535580524,411.1647940074906,0,48,48
1,49,832.6765578635014,422.01038575667656,0,49,49
1,50,617.9350724637682,423.7455072463768,0,50,50
1,51,802.0323129251701,437.13860544217687,0,51,51
1,52,866.4340770791075,426.84246112238,0,52,52
1,53,692.7811634349031,437.6371191135734,0,53,53
1,54,94.95402298850574,433.6272577996716,0,54,54
1,55,878.8840579710145,449.64090177133653,0,55,55
1,56,112.30243161094225,452.3267477203647,0,56,56
1,57,963.0345053505132,474.2341122515833,0,57,57
1,58,756.1211648465938,471.6443057722309,0,58,58
1,59,836.7213955874807,468.47665469471525,0,59,59
1,60,567.3328205128205,481.0846153846154,0,60,60
1,61,507.8288288288288,487.7315315315315,0,61,61
1,62,875.2078559738134,502.83633387888705,0,62,62
1,63,790.9856584093873,507.135593220339,0,63,63
1,64,617.0741111667501,506.57886830245366,0,64,64
1,65,824.6519065190652,524.270602706027,0,65,65
1,66,562.3457047539616,536.4124270225187,0,66,66
1,67,760.7113821138212,534.2052845528456,0,67,67
1,68,720.689024390244,537.1744840525329,0,68,68
1,69,815.434036939314,549.089709762533,0,69,69
1,70,772.3729281767955,553.8052486187845,0,70,70
1,71,964.3258670520231,562.2709537572255,0,71,71
1,72,415.4898183819483,518.9950467804073,0,72,72
1,73,418.61581676750217,593.0034572169403,0,73,73
1,74,572.3454388240381,587.0410722006053,0,74,74
1,75,776.2517831669044,587.3994293865906,0,75,75
1,76,698.5389937106918,594.5421383647799,0,76,76
1,77,632.3004134129536,611.6407900780891,0,77,77
1,78,900.8022151898734,627.3401898734177,0,78,78
1,79,536.4325551232166,647.0382619974059,0,79,79
1,80,764.7956844234659,657.3034389750505,0,80,80
1,81,593.6526005888126,658.4582924435721,0,81,81
1,82,644.0521152667076,699.0971796443899,0,82,82
1,83,501.0724738675958,683.6487804878049,0,83,83
1,84,578.229862475442,695.4774066797643,0,84,84
1,85,688.7806612157839,703.991823675791,0,85,85
1,86,851.4994201778121,710.5655199072285,0,86,86
1,87,826.8776483050848,756.8209745762712,0,87,87
1,88,885.3986072423398,787.0373259052925,0,88,88
1,89,573.2986463620981,771.5380710659898,0,89,89
1,90,965.1955128205128,772.741452991453,0,90,90
1,91,814.6583990980835,799.1888387824126,0,91,91
1,92,1007.2675159235669,805.7643312101911,0,92,92
1,93,30.403899721448468,822.2938718662953,0,93,93
1,94,716.3443496801706,808.2574626865671,0,94,94
1,95,586.156282271945,821.5294320137693,0,95,95
1,96,816.7886685552407,856.6311614730878,0,96,96
1,97,377.9815349830423,842.110287652305,0,97,97
1,98,626.0570058604155,883.3931806073522,0,98,98
1,99,106.0688386757751,861.2296374146085,0,99,99
1,100,695.4285714285714,882.0028011204482,0,100,100
1,101,762.3872,912.7104,0,101,101
1,102,787.6320667284523,951.8313253012049,0,102,102
1,103,517.5141770401107,928.603734439834,0,103,103
1,104,975.5347544022243,973.8257645968489,0,104,104
1,105,892.3545023696682,974.2492890995261,0,105,105
1,106,840.5641509433963,998.9773584905661,0,106,106
1,107,462.96280160857907,1024.5720509383377,0,107,107
1,108,605.9162303664922,1005.7350785340315,0,108,108
1,109,785.9355555555555,1028.4288888888889,0,109,109
1,110,1055.1306413301663,1043.021377672209,0,110,110
1,111,386.4339622641509,1054.9164420485174,0,111,111
2,1,553.3579234972677,12.868852459016393,0,1,1
2,2,184.73878205128204,23.22996794871795,0,2,2
2,3,410.14967967384973,27.066394874781597,0,3,3
2,4,105.79494382022472,25.429775280898877,0,4,4
2,5,488.3032159264931,27.542113323124042,0,5,5
2,6,844.16015625,28.6796875,0,6,6
2,7,485.4535452322738,36.771393643031786,0,7,7
2,8,572.1833097595473,54.33550212164074,0,8,8
2,9,794.0878962536023,21.94812680115274,0,9,9
2,10,816.7122362869198,22.873417721518987,0,10,10
2,11,83.74929577464789,32.098591549295776,0,11,11
2,12,681.8349715468185,36.7744438696327,0,12,12
2,13,652.4815950920246,44.9161554192229,0,13,13
2,14,767.38884644767,34.57677616501146,0,14,14
2,15,833.78125,44.66761363636363,0,15,15
2,16,860.5654761904761,40.430059523809526,0,16,16
2,17,134.74529074529073,48.60851760851761,0,17,17
2,18,173.5891276864728,55.016434892541085,0,18,18
2,19,793.8278201865988,61.22476675148431,0,19,19
2,20,821.6856492027334,60.029612756264235,0,20,20
2,21,196.71915584415584,64.00649350649351,0,21,21
2,22,324.4689655172414,71.2151724137931,0,22,22
